web_scraper_order,web_scraper_start_url,rent_raw,rooms_raw,area_raw,address_raw,description_raw,text_raw,walkingtime_raw,nearest_statioon_raw,rooms,rent,area
1763742860-1658,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,CHF 1’700.– / Monat,1 Zimmer,30m²,"Rieterstrasse, 8002 Zürich",Voll ausgestattetes Halb-Studio| möbliert und modern,,,,1.0,1700.0,30.0
1763742860-1659,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,7 min.,Station: Bad Allenmoos,,,
1763742860-1660,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,-,,,,
1763742860-1661,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,7 min.,Station: Bahnhof Glattbrugg,,,
1763742860-1662,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,-,,,,
1763742860-1663,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,-,,,,
1763742860-1664,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,-,,,,
1763742860-1665,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,-,,,,
1763742860-1666,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,9 min.,Station: Wartau,,,
1763742860-1667,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,5 min.,Station: Meierhofplatz,,,
1763742860-1668,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,4 min.,Station: Helmhaus,,,
1763742860-1669,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,4 min.,Station: Tunnelstrasse,,,
1763742860-1670,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,6 min.,Station: Zürich Friesenberg,,,
1763742860-1671,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,2 min.,Station: Guggachstrasse,,,
1763742860-1672,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,4 min.,Station: Zürich Giesshübel,,,
1763742860-1673,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,7 min.,Station: Bad Allenmoos,,,
1763742860-1674,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,7 min.,Station: Bad Allenmoos,,,
1763742860-1675,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,5 min.,Station: Renggerstrasse,,,
1763742860-1676,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,2 min.,Station: Balgrist,,,
1763742860-1677,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,4 min.,Station: Museum Rietberg,,,
1763742860-1678,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=9&o=dateCreated-desc,,,,,,,10 min.,Station: Zürich Saalsporthalle,,,
1763742863-1679,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’900.– / Monat,2.5 Zimmer,45m²,"Im Glockenacker 68, 8053 Zürich",Wohnglück auf den ersten Blick,,,,2.5,1900.0,45.0
1763742863-1680,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’975.– / Monat,3 Zimmer,60m²,"Erlenstrasse 25, 8048 Zürich",Im Grünen in Zürich-Altstetten,,,,3.0,1975.0,60.0
1763742863-1681,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’800.– / Monat,2.5 Zimmer,59m²,"Soldanellastrasse 3, 8048 Zürich",Moderne 2.5-Zimmer-Wohnung in Zürich,"Wir vermieten per sofort oder nach Vereinbarung diese moderne 2.5-Zimmer-Wohnung mitten im Stadtquartier 9. Die Wohnung verfügt über folgende Attribute: • Heller Wohnbereich mit Parkettboden • Offene, moderne Küche mit viel Stauraum • Grosszügiges Bad mit Fenster und eigenem Waschmaschine &amp
1763742863-1682,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc""",CHF 3’340.– / Monat,2.5 Zimmer,2.5,2800.0,59.0
1763742863-1683,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 4’890.– / Monat,5.5 Zimmer,130m²,"Hadlaubstrasse 123, 8006 Zürich",,,,,5.5,4890.0,130.0
1763742863-1684,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 6’590.– / Monat,5.5 Zimmer,179m²,8052 Zürich,Exklusiver Ort der Weitsicht und Moderne,"Per 01. Oktober 2025 oder nach Vereinbarung vermieten wir diese wunderschöne Wohnung im 17. Obergeschoss. Diese moderne Wohnung befindet sich neben dem trendigen Quartier Glattpark. Die hochwertige Ausstattung und die zentrale Lage verleihen dieser 5.5-Zimmer-Wohnung besonderen Wohnkomfort. Weitere Highlights dieser Wohnung: - Weitsicht - Viel natürliches Licht - Skylounge auf der Dachterrasse Für weitere Informationen füllen Sie bitte das Kontaktformular aus, dann erhalten Sie umgehend die Vermietungsbroschüre zugestellt. Lassen Sie sich von diesem einzigartigen Wohnangebot begeistern und vereinbaren Sie noch heute einen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktaufnahme.",,,5.5,6590.0,179.0
1763742863-1685,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’490.– / Monat,4 Zimmer,104m²,"Im Tiergarten 6c, 8055 Zürich",Ideale Zwischenlösung  4-Zimmerwohnung in Wiedikon - Befristet bis 31.07.2026:,"(English version below) Ob als Übergangslösung für Neuzuzüger in der Schweiz oder als komfortables Domizil während Ihres Hausumbaus unsere 4-Zimmerwohnung in Wiedikon ist die perfekte Wahl. Erleben Sie ein unkompliziertes Wohngefühl in ruhiger aber städtischer Umgebung. Ausstattung der Wohnung:- Helle, einladende Räume- Küche und Badezimmer- Balkon- Kellerabteil für zusätzlichen Stauraum- Waschraum zur Mitbenutzung Standortvorteile:- Ausgezeichnete Anbindung an den öffentlichen Verkehr- Schneller Zugang zur Autobahn- Einkaufsmöglichkeiten, Restaurants und Natur in der Nähe Verfügbar bis zum 31.07.2026. Ideal als Zwischenlösung. --- Ideal Temporary Solution 4 Room Apartment in Wiedikon - Available Until 31.07.2026 Looking for a transitional home in Switzerland or a cozy place during your house renovation? Our 4 room apartment in Wiedikon is the perfect solution. Experience an uncomplicated living experience in a quiet but urban environment. Apartment Features:- Bright and welcoming rooms- Kitchen and bathroom- Balcony- Additional storage space in the basement- community laundry room Location Benefits:- Excellent public transport connections- Quick access to the highway- Nearby shopping, restaurants, and Nature Available until 31.03.2025, ideal as a temporary solution.",,,4.0,2490.0,104.0
1763742863-1686,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 3’750.– / Monat,3.5 Zimmer,97m²,"Unterfeldstrasse 102, 8050 Zürich, 8050 Zürich",3.5 Zimmerwohnung in Zürich,,,,3.5,3750.0,97.0
1763742863-1687,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’590.– / Monat,1.5 Zimmer,55m²,"Unterfeldstrasse 102, 8050 Zürich, 8050 Zürich",1.5 Zimmerwohnung in Zürich,,,,1.5,2590.0,55.0
1763742863-1688,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 3’090.– / Monat,2.5 Zimmer,66m²,"Anna-Heer-Strasse 14, 8057 Zürich",2.5 Zimmerwohnung in Zürich,,,,2.5,3090.0,66.0
1763742863-1689,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’430.– / Monat,2.5 Zimmer,43m²,"Künzlistrasse 5, 8057 Zürich",Erstvermietung: Annette - la vie moderne,,,,2.5,2430.0,43.0
1763742863-1690,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 5’790.– / Monat,2.5 Zimmer,94m²,"Limmatquai 84, 8001 Zürich",Charmante Loftwohnung mit Terrasse am Limmatquai,,,,2.5,5790.0,94.0
1763742863-1691,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’490.– / Monat,2.5 Zimmer,60m²,"Kornhausstrasse 11, 8037 Zürich",Moderne Wohnung nähe Limmat,"Wir vermieten diese 2.5-Zimmerwohnung im Hochparterre an zentraler Lage. Diese Wohnung verfügt über folgenden Ausbaustandard:- Küche mit Glaskeramik/Backofen- Badezimmer Badewanne/WC/Lavabo- Wohnzimmer mit Balkon- Schlafzimmer mit Balkon- Waschturm im BadezimmerDie Bushaltestelle Nordstrasse befindet sich in unmittelbarer nähe. Der Limmatplatz/Hauptbahnhof wie auch diverse Einkaufsmöglichkeiten sind in wenigen Gehminuten erreichbar. Das Quartier bietet diverse charmante Kaffes und die bekannte Lettenbadi.Bitte beachten Sie, dass es sich hierbei um Musterbilder handelt, es sind Abweichungen möglich.",,,2.5,2490.0,60.0
1763742863-1692,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 4’450.– / Monat,5 Zimmer,121m²,"Schaffhauserstrasse 5, 8006 Zürich",Ihr neues Zuhause im Kreis 6,"Wir vermieten diese sanierte 5-Zimmerwohnung im 2. Obergeschoss (Lift vorhanden). Die Wohnung bietet Ihnen folgenden Ausbaustandard:- moderne Küche mit Geschirrspüler, Glaskeramik und Granitabdeckung- Zwei Badezimmer mit Dusche/Badewanne/Lavabo- Sep. WC/Lavabo- Eigener Waschturm - Wohnzimmer mit Cheminée- 3 abschliessbare Schlafzimmer- grosszügiger Balkon - KellerabteilDie Wohnung liegt zentral im Kreis 6. Die Tramhaltestelle Kronenstrasse liegt direkt vor dem Gebäude. Einkaufsmöglichkeiten sind in wenigen Gehminuten erreichbar.Haben wir Ihr Interesse geweckt?Bei diesem Inserat handelt es sich lediglich um Musterbilder, Abweichungen sind möglich.",,,5.0,4450.0,121.0
1763742863-1693,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’940.– / Monat,2 Zimmer,48m²,"Bombachsteig 11, 8049 Zürich",Helle 2 Zimmer Wohnung in ruhiger Lage am Hönggerberg,,,,2.0,1940.0,48.0
1763742863-1694,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 4’090.– / Monat,2.5 Zimmer,77m²,"Engelstrasse 62 - Loft, 8004 Zürich",Deine Loftwohnung mitten im Trendquartier / Your loft apartment in the heart of the trendy district,,,,2.5,4090.0,77.0
1763742863-1695,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’690.– / Monat,4 Zimmer,90m²,"Am Oeschbrig 23, 8053 Zürich",2.3 - Beautiful double room in an apartment with terrace,,,,4.0,1690.0,90.0
1763742863-1696,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’390.– / Monat,4 Zimmer,90m²,"Am Oeschbrig 23, 8053 Zürich",2.2 - Quiet room with large balcony,,,,4.0,1390.0,90.0
1763742863-1697,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 1’390.– / Monat,4 Zimmer,100m²,"Am Oeschbrig 23, 8053 Zürich","1.1 Furnished single room with cleaning, Wi-Fi and access to Garden",,,,4.0,1390.0,100.0
1763742863-1698,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,CHF 2’470.– / Monat,2.5 Zimmer,43m²,"Künzlistrasse 5, 8057 Zürich",Erstvermietung im Zürcher Kreis 6,,,,2.5,2470.0,43.0
1763742863-1699,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,33 min.,Station: Spital Zollikerberg,,,
1763742863-1700,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,11 min.,Station: Lindenplatz,,,
1763742863-1701,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,3 min.,Station: Freihofstrasse,,,
1763742863-1702,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,8 min.,Station: Toblerplatz,,,
1763742863-1703,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,7 min.,Station: Kinkelstrasse,,,
1763742863-1704,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,-,,,,
1763742863-1705,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,7 min.,Station: Zürich Friesenberg,,,
1763742863-1706,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,9 min.,Station: Ueberlandpark,,,
1763742863-1707,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,9 min.,Station: Ueberlandpark,,,
1763742863-1708,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,3 min.,Station: Hirschwiesenstrasse,,,
1763742863-1709,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,7 min.,Station: Bad Allenmoos,,,
1763742863-1710,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,1 min.,Station: Rudolf-Brun-Brücke,,,
1763742863-1711,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,6 min.,Station: Kronenstrasse,,,
1763742863-1712,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,1 min.,Station: Kronenstrasse,,,
1763742863-1713,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,4 min.,Station: Winzerstrasse,,,
1763742863-1714,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,4 min.,Station: Helvetiaplatz,,,
1763742863-1715,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,23 min.,Station: Spital Zollikerberg,,,
1763742863-1716,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,23 min.,Station: Spital Zollikerberg,,,
1763742863-1717,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,23 min.,Station: Spital Zollikerberg,,,
1763742863-1718,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=8&o=dateCreated-desc,,,,,,,7 min.,Station: Bad Allenmoos,,,
1763742866-1719,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=7&o=dateCreated-desc,CHF 1’090.– / Monat,1 Zimmer,15m²,8057 Zürich,Dein ideales Coliving-Apartment in Zürich,"Willkommen bei Magdalena, deinem geräumigen Coliving-Apartment, ideal für junge Berufstätige, gelegen an der Wehntalerstrasse 118, 8057 Zürich. Dieses kürzlich renovierte Apartment verfügt über fünf geräumige Zimmer, was bedeutet, dass du dein Zuhause mit vier freundlichen Mitbewohnern teilen wirst. Die moderne Küche ist perfekt für gemeinsame Mahlzeiten geeignet. Das Apartment verfügt auch über ein Badezimmer mit Dusche, Toilette und Waschbecken sowie ein zusätzliches Badezimmer mit Toilette und Waschbecken, was für alle Bewohner bequem ist. Die stilvollen, modernen Möbel verleihen deinem Wohnraum Eleganz und Funktionalität.Magdalena ist perfekt im Zürcher Stadtteil Oerlikon gelegen, einem wichtigen Verkehrsknotenpunkt. Die nächste Straßenbahnhaltestelle ist nur vier Minuten zu Fuß entfernt und bietet schnellen Zugang zum Bahnhof Zürich Oerlikon in wenigen Minuten. Dieser Bahnhof bietet umfangreiche Zugverbindungen, einschließlich lokaler S-Bahn-Dienste, Fernzüge und internationaler Strecken, was das Pendeln und Erkunden der Schweiz mühelos macht.Das Leben in Oerlikon bedeutet auch die Nähe zu zahlreichen Annehmlichkeiten und Grünflächen. Der Irchelpark und der Zürcher Wald sind in der Nähe und bieten Möglichkeiten für Outdoor-Aktivitäten wie Joggen, Picknicks und Spaziergänge. Die Eidgenössische Technische Hochschule Zürich (ETH Zürich), eine der weltweit führenden Universitäten, hat Einrichtungen in Oerlikon, was den Standort ideal für Studierende und Forscher macht. Das tägliche Einkaufen ist bequem mit Supermärkten und Bäckereien direkt um die Ecke, sodass du alles, was du brauchst, in greifbarer Nähe hast.Die Gemeinschaftsaktivitäten bei Magdalena verbessern das Coliving-Erlebnis. Veranstalte Abendessen in der modernen Küche, genieße entspannte Abende in den komfortablen Wohnbereichen oder erhole dich in den Gemeinschaftsräumen. Nutze die nahegelegenen Parks für Gruppenwanderungen und Picknicks oder organisiere Lerngruppen mit anderen ETH Zürich Studierenden. Das Leben bei Magdalena bietet eine Mischung aus modernen Annehmlichkeiten, Gemeinschaftsengagement und einfachem Zugang zu städtischen Annehmlichkeiten und natürlichen Rückzugsorten, was es zu einem perfekten Zuhause für junge Berufstätige in Zürich macht.Room Estate 🏡 – Der führende Coliving-Anbieter der Schweiz! Bei uns kannst du einfach mit deinem Koffer einziehen und losleben – alles ist bereit für dich. Kein Papierkram, kein Aufwand, kein Stress. Alles, was du brauchst, ist bereits organisiert, und sämtliche Services sind in einem Preis enthalten. Coliving bedeutet hier unkompliziertes, modernes Wohnen und echte Gemeinschaft. Geniesse dein Leben, wir kümmern uns um den Rest. Willkommen bei Room Estate – dein neues Zuhause in der Schweiz! Interessiert? Sichere dir jetzt deinen Platz und mach es dir bei uns gemütlich! 🏡",,,1.0,1090.0,15.0
1763742866-1720,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=7&o=dateCreated-desc,CHF 1’290.– / Monat,1 Zimmer,16m²,"Auhofstrasse, 8051 Zürich",ONLINE BESICHTIGUNG Schönes WG-Zimmer mit guter ÖV-Anbindung,"Willkommen in unseren gemütlichen Coliving Apartments an der Auhofstrasse, 8051 Zürich, wo der Charme der 60er Jahre auf modernen Komfort trifft. Jede Wohnung ist komplett ausgestattet mit allem, was du für ein komfortables und stilvolles Wohnerlebnis brauchst.Unsere Wohnungen liegen in einem ruhigen Viertel mit vielen Grünflächen und sind nur 2 Gehminuten vom Zentrum Schwamendingen entfernt, wo es Einkaufsmöglichkeiten wie Migros, Coop, Denner und viele mehr gibt. Die Gegend ist mit den Straßenbahnlinien 7 und 9 hervorragend angebunden und bietet direkten Zugang zum Stettbach Bahnhof, dem Stadtzentrum von Zürich, Irchel, Bellevue, Oerlikon und vielen weiteren Zielen in Zürich.Das nahe gelegene Einkaufszentrum sorgt dafür, dass du alles, was du brauchst, sofort zur Hand hast. Für alle, die gerne in der Natur sind, bietet der nahe gelegene Zürichberg Möglichkeiten für Spaziergänge, Wanderungen und andere Aktivitäten.In dieser einladenden Gemeinschaft kannst du mit deinen Mitbewohnern gemeinsame Aktivitäten unternehmen, wie z.B. Filmabende im Retro-Stil, gemeinsame Abendessen, die von der Küche der 60er Jahre inspiriert sind, oder gemeinsame Ausflüge, um die grünen Pfade des Zürichbergs zu erkunden. Die Mischung aus Vintage-Charme und modernen Annehmlichkeiten macht diese Wohngemeinschaft zum perfekten Ort für junge Berufstätige, die ein einzigartiges und lebendiges Wohnerlebnis in Zürich suchen.Room Estate 🏡 – Der führende Coliving-Anbieter der Schweiz! Bei uns kannst du einfach mit deinem Koffer einziehen und losleben – alles ist bereit für dich. Kein Papierkram, kein Aufwand, kein Stress. Alles, was du brauchst, ist bereits organisiert, und sämtliche Services sind in einem Preis enthalten. Coliving bedeutet hier unkompliziertes, modernes Wohnen und echte Gemeinschaft. Geniesse dein Leben, wir kümmern uns um den Rest. Willkommen bei Room Estate – dein neues Zuhause in der Schweiz! Interessiert? Sichere dir jetzt deinen Platz und mach es dir bei uns gemütlich! 🏡Welcome to our cozy coliving apartments on Auhofstrasse, 8051 Zürich, where 60's style charm meets modern convenience. Each apartment is fully equipped with everything you need for a comfortable and stylish living experience.Located in a calm neighborhood with abundant green spaces, our apartments are just a 2-minute walk from Schwamendingen Centre, offering shopping options like Migros, Coop, Denner, and more. The area boasts excellent tram connections with lines 7 and 9, providing direct access to Stettbach Bahnhof, Zurich City Centre, Irchel, Bellevue, Oerlikon, and many more destinations within Zurich.The nearby shopping mall ensures you have everything you need at your fingertips. For those who love the outdoors, Zurichberg is close by, offering opportunities for walks, hiking, and various other activities.In this inviting community, you can enjoy communal activities with your flatmates such as retro-themed movie nights, shared dinners inspired by 60's cuisine, or group outings to explore the green trails of Zurichberg. The blend of vintage charm and modern amenities makes this the perfect coliving space for young professionals seeking a unique and vibrant living experience in Zurich.Room Estate 🏡 - The leading coliving provider in Switzerland! With us, you can simply move in with your suitcase and start living - everything is ready for you. No paperwork, no hassle, no stress. Everything you need is already organized and all services are included in one price. Coliving here means uncomplicated, modern living and real community. Enjoy your life, we'll take care of the rest. Welcome to Room Estate - your new home in Switzerland! Interested? Secure your place now and make it comfortable with us! 🏡",,,1.0,1290.0,16.0
1763742866-1721,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=7&o=dateCreated-desc,CHF 2’050.– / Monat,2 Zimmer,42m²,"Goldauerstrasse 57, 8006 Zürich",,,,,2.0,2050.0,42.0
1763742866-1722,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=7&o=dateCreated-desc,CHF 2’480.– / Monat,3.5 Zimmer,81m²,"Hofackerstrasse 5, 8032 Zürich",Attraktiv Wohnen für Personen ü50,"Moderne 3.5-Zimmer-Wohnung direkt beim Hegibachplatz An der Hofackerstrasse 5 in 8032 Zürich vermieten wir per 16.12.2025 eine schöne und moderne Wohnung. Das Objekt befindet sich im Erdgeschoss von einem im Jahr 2023 neugebauten Mehrfamilienhaus.Das Mietobjekt wird sich durch folgende Eigenschaften auszeichnen: • Ruhige und zentrale Lage • Die Wohnung verfügt über einen Sitzplatz welcher überdacht ist • Stillvolle Nasszelle • Moderne, offene Küche • Gut durchdachter Grundriss • Geräumige Zimmer Die gemeinschaftliche Waschküche mit Tumbler befindet sich im Untergeschoss.Für das Mieten der Wohnung, sind einige Kriterien zu beachten: • Die Wohnung wird an Personen vermietet, die mindestens das 50. Altersjahr erreicht haben. Diese Anforderung muss in jedem Haushalt von mindestens einer Person erfüllt werden. • Die Wohnung ist für Personen bestimmt, die nachweislich auf kostengünstige Mieten angewiesen sind. • Der festgelegte Netto-Mietzins beträgt mind. 20% und max. 30% aller Einkommen einesHaushalts gemäss der letzten verfügbaren Veranlagungsverfügung des zuständigen Steueramts. • Die Interessenten müssen sämtliches verfügbares Vermögen des Haushalts ausweisen. Dasüber den Freibetrag von CHF 250'000. hinausgehende Vermögen wird mit dem Mindestzins-satz für die obligatorischen Rentenguthaben (6.8%) in Einkommen umgerechnet. Die Bilder entsprechen dem Ausbaustandard und können vom angebotenen Objekt leicht abweichen.Nach dem Ausfüllen des Kontaktformulars teilen wir Ihnen gerne den Besichtigungstermin mit. (keine telefonische Auskunft)Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.Bei Fragen bitten wir Sie, sich unter folgender E-Mail-Adresse zu melden: info@domicilwohnen.ch",,,3.5,2480.0,81.0
